Q8TCC7	O88446
Q8TCC7	Q63089
Q8TCC7	O15245
Q8TCC7	O15244
Q8TCC7	O70577
Q8TCC7	O08966
Q8TCC7	Q9R0W2
Q8TCC7	Q8MJI6
Q8TCC7	O35956
Q8TCC7	Q4U2R8
Q8TCC7	Q8VC69
Q8TCC7	Q4W8A3
Q8TCC7	O57379
Q8TCC7	Q5RLM2
Q8TCC7	Q9Y694
Q8TCC7	Q91WU2
Q8TCC7	Q8CFZ5
Q8TCC7	Q96S37
Q8TCC7	Q3ZAV1
Q8TCC7	Q80UJ1
Q8TCC7	Q6A4L0
Q8TCC7	Q9Y226
Q8TCC7	Q9VCA2
Q8TCY9	Q8TCY9
Q8TCY9	Q9BX69
Q9UPA5	Q9UPA5
Q9UPA5	O88778
Q9UPA5	O88737
Q9UPA5	Q9QYX7
Q9UPA5	Q9Y6V0
Q9UPA5	Q9JKS6
Q9UPR3	Q9UPR3
Q9UPR3	Q6ZPY2
Q9UPX6	Q9UPX6
Q9UPX6	Q8K3V7
Q9Y222	Q9Y222
Q9Y222	Q8CE22
Q9Y225	Q9Y225
Q9Y225	Q9H9V4
Q9Y242	Q9Y242
Q9Y2B4	Q9Y2B4
Q9Y2C3	Q9Y2C3
Q9Y2C3	O75752
Q9Y2C3	O54904
Q9Y2C3	Q9Y5Z6
Q9Y2C3	O54905
Q9Y2C3	O43825
Q9Y2C3	Q9Y2A9
Q9Y2C3	Q9BYG0
Q9Y2C3	Q6ZMB0
Q9Y2C3	Q8NFL0
Q9Y2C3	Q9C0J1
Q9Y2C3	Q9Z222
Q9Y2C3	Q9NY97
Q9Y2C3	Q6UX72
Q9Y2C3	Q8R3I9
Q9Y2C3	Q7Z7M8
Q9Y2C3	Q9Z0F0
Q9Y2C3	O88178
Q9Y2C3	O96024
Q9Y2C3	Q96L58
Q9Y2C3	Q95US5
Q9Y2C3	A8MXE2
Q9Y2Y1	Q9Y2Y1
Q9Y2Y1	Q04307
Q9Y388	Q9Y388
Q9Y388	Q8R0F5
Q9Y3V2	Q9Y3V2
Q9Y4R8	Q9Y4R8
Q9Y4R8	Q9DC40
Q9Y4W2	Q9Y4W2
Q9Y4W2	A2BE28
Q9Y5L2	Q9Y5L2
Q9Y5L2	Q9JLS0
Q9Y5U8	Q9Y5U8
Q9Y5U8	Q3ZCG2
Q9Y5U8	P63030
Q9Y5U8	P53157
Q9Y5U8	P0DKB6
Q9Y672	Q9Y672
Q9Y672	Q12001
Q9Y6G9	Q9Y6G9
Q9Y6G9	O43237
Q9Y6G9	Q8R1Q8
Q9Y6G9	Q62698
Q9Y6G9	Q9QXU8
Q9Y6G9	Q6PDL0
Q9Y6G9	Q90828
O75330	O75330
O75330	Q00547
O75604	O75604
O75604	O88623
O75604	Q5U349
O75604	Q9UK80
O75604	Q9QZL6
O75604	Q9Y6I4
O75604	Q8IQ27
O75604	P32571
O75604	O60139
O75604	P39944
O75604	Q0WX57
O75604	Q6R6M4
O75604	Q6QN14
O75604	G5E8I7
O75604	E9Q9U0
O75604	Q61068
O75604	G5E8G2
O75604	Q70EL3
O75604	Q70EK9
O75604	Q5DU02
O75604	Q9UPT9
O75604	Q9VVR1
O75604	B1AY15
O75604	Q8CEG8
O75604	A6NNY8
O75604	P50102
O75604	Q09738
O75604	Q9P7V9
O75604	P34547
O75604	O75317
O75604	P62068
O75604	P62069
O75604	D0RB01
O75604	F1M625
O75604	Q9VCT9
O75604	Q8LAM0
O75604	O24454
O75604	Q96V54
O75604	P38187
O75604	P39967
O75604	Q9LEW0
O75604	O96612
O75604	O74442
O75665	O75665
O75665	Q80Z25
O75717	O75717
O75717	P59328
O75717	O13046
O75808	O75808
O75808	Q9JLG8
O75808	P27398
O75817	O75817
O75817	Q2MGL3
O94761	O94761
O94913	O94913
O95150	O95150
O95150	P41047
O95150	P48023
O95150	P50591
O95150	P50592
O95238	O95238
O95238	P26323
O95238	Q01543
O95238	P11308
O95238	P81270
O95238	Q99581
O95238	P27577
O95238	P14921
O95238	P41156
O95238	P15036
O95238	P51023
O95238	P15037
O95238	Q00422
O95238	Q06546
O95238	Q04688
O95562	O95562
O95562	Q8VD57
O95562	Q5SSN7
O95562	Q8WV19
O95707	O95707
O95772	O95772
O95772	Q9DCI3
O95772	F7B909
O95772	Q14849
O95772	Q61542
Q5TAB7	Q5TAB7
Q5TAB7	Q0D2K3
Q5TAB7	P57055
Q5TAB7	Q924S9
Q5TAB7	Q2WG80
Q5TAB7	B7XDF1
Q5TAB7	Q25QX6
Q5TAQ9	Q5TAQ9
Q5TAQ9	Q8N7N5
Q5TAQ9	Q5U2M6
Q5TAQ9	A6NGE4
Q5TAQ9	P0C7V8
Q5TBA9	Q5TBA9
Q5TBA9	E9Q8I9
Q5TBA9	O94915
Q5TBA9	Q9VT28
Q5THJ4	Q5THJ4
Q5U5X0	Q5U5X0
Q5VT52	Q5VT52
Q5VT52	Q6NXI6
Q63HQ0	Q63HQ0
Q66K64	Q66K64
Q68G75	Q68G75
Q695T7	Q695T7
Q695T7	Q9D687
Q695T7	O88576
Q695T7	Q2A865
Q695T7	Q8BG16
Q695T7	Q9H2J7
Q695T7	Q9H1V8
Q695T7	P31662
Q695T7	Q8BJI1
Q695T7	Q08469
Q695T7	P48065
Q695T7	P48066
Q695T7	Q9NSD5
Q695T7	P31646
Q695T7	P31651
Q695T7	P31650
Q695T7	P31647
Q695T7	P31649
Q695T7	P48056
Q695T7	P27799
Q695T7	P51143
Q695T7	P23975
Q695T7	O55192
Q695T7	P30531
Q695T7	P23978
Q695T7	P31648
Q695T7	P48057
Q695T7	O76689
Q695T7	P31652
Q695T7	P31645
Q695T7	Q60857
Q695T7	Q9XT49
Q695T7	O35899
Q695T7	Q9VR07
Q695T7	Q61327
Q695T7	Q01959
Q695T7	P23977
Q695T7	P27922
Q695T7	Q7K4Y6
Q695T7	P58295
Q695T7	Q9Y345
Q695T7	Q761V0
Q695T7	P48029
Q695T7	Q8VBW1
Q695T7	P28570
Q695T7	P31661
Q695T7	Q99884
Q695T7	P28573
Q695T7	Q6PGE7
Q695T7	P28572
Q695T7	P48067
Q695T7	P28571
Q695T7	Q9JMA9
Q695T7	Q9UN76
Q695T7	G5EBN9
Q695T7	Q8VDB9
Q695T7	Q9NP91
Q695T7	O88575
Q695T7	Q00589
Q695T7	P31641
Q695T7	O35316
Q695T7	Q9MZ34
Q695T7	P31643
Q695T7	Q9W4C5
Q695T7	Q9GZN6
Q69YG0	Q69YG0
Q6AZY7	Q6AZY7
Q6AZY7	Q8K4Q8
Q6AZY7	Q5KU26
Q6BCY4	Q6BCY4
Q6BCY4	Q9ZNT1
Q6BCY4	P38626
Q6BCY4	Q0X0E5
Q6BCY4	P00387
Q6BCY4	P20070
Q6BCY4	Q9DCN2
Q6BCY4	P07514
Q6BCY4	Q6IPT4
Q6BCY4	P83291
Q6BCY4	Q9DB73
Q6BCY4	Q9UHQ9
Q6BCY4	Q04516
Q6BCY4	Q12746
Q6BCY4	P36060
Q6BDS2	Q6BDS2
Q6BDS2	A2RSJ4
Q6BDS2	A0JNW5
Q6IA69	Q6IA69
Q6IA69	Q711T7
Q6IA69	Q9VYA0
Q6IA69	P38795
Q6J9G0	Q6J9G0
Q6L8H4	Q6L8H4
Q6L8H4	Q6L8G8
Q6L8H4	Q6L8H1
Q6L8H4	Q6L8G9
Q6L8H4	Q6L8G4
Q6L8H4	Q6L8H2
Q6L8H4	P26371
Q6L8H4	Q701N4
Q6L8H4	O75690
Q6L8H4	Q701N2
Q6NTE8	Q6NTE8
Q6NUJ5	Q6NUJ5
Q6NUJ5	E9Q9M8
Q6NUJ5	Q96N64
Q6P2E9	Q6P2E9
Q6P2E9	Q3UJB9
Q6P2E9	Q3ZAV8
Q6P9F5	Q6P9F5
Q6PF05	Q6PF05
Q6PF05	Q5W5X9
Q6PF05	Q8CHY7
Q6PJ21	Q6PJ21
Q6PJ61	Q6PJ61
Q6PJ61	Q9NWN3
Q6PL24	Q6PL24
Q6PRD7	Q6PRD7
Q6RFH5	Q6RFH5
Q6S8J3	Q6S8J3
Q6S8J3	A0JP26
Q6S8J3	A5A3E0
Q6S8J3	P0CG38
Q6S8J3	P0CG39
Q6S8J3	A0A0A6YYL3
Q6S8J3	Q9BXX3
Q6S8J3	A2A2Z9
Q6T4R5	Q6T4R5
Q6UN15	Q6UN15
Q6UN15	Q9D824
Q6UN15	Q5U317
Q6UN15	Q5XJD3
Q9Y274	Q9Y274
Q9Y274	O88829
Q9Y274	Q9UNP4
Q9Y274	P61131
Q9Y274	Q11206
Q9Y274	Q91Y74
Q9Y274	P97325
Q9Y274	Q11203
Q9Y274	Q02734
Q9Y2D2	Q9Y2D2
Q9Y2D2	Q8R1T4
Q9Y2D2	Q6YC49
Q9Y2D2	O16658
Q9Y2D2	Q61420
Q9Y2D2	P78382
Q9Y2D2	Q9R0M8
Q9Y2D2	P78381
Q9Y2D2	Q93890
Q9Y2G2	Q9Y2G2
Q9Y2I8	Q9Y2I8
Q9Y2I8	Q8CBE3
Q9Y2L5	Q9Y2L5
Q9Y2M5	Q9Y2M5
Q9Y2M5	Q9VUU5
Q9Y2M5	G5ED84
Q9Y2M5	Q9NXS3
Q9Y2M5	Q9H0H3
Q9Y2M5	O14682
Q9Y2M5	Q8R2P1
Q9Y2M5	O95198
Q9Y2M5	Q9UH77
Q9Y2M5	E0CZ16
Q9Y2M5	F1LZF0
Q9Y2M5	Q53G59
Q9Y2M5	E9Q4F2
Q9Y2M5	O94889
Q9Y2M5	Q9P2G9
Q9Y2M5	Q9P2J3
Q9Y2M5	Q9P2N7
Q9Y2M5	Q2WGJ6
Q9Y2M5	Q9UJP4
Q9Y2M5	Q9Z2X8
Q9Y2M5	Q14145
Q9Y2M5	Q1ECZ2
Q9Y2M5	Q56A24
Q9Y2M5	Q6TFL4
Q9Y2M5	A0A2R8Q1W5
Q9Y2M5	Q9C0H6
Q9Y2M5	Q96PQ7
Q9Y2M5	Q9NR64
Q9Y2M5	Q9Y573
Q9Y2M5	Q8WZ60
Q9Y2M5	Q6PF15
Q9Y2M5	Q8NBE8
Q9Y2M5	Q96NJ5
Q9Y2M5	Q8BGY4
Q9Y2M5	Q53HC5
Q9Y2M5	Q6JEL3
Q9Y2M5	Q6JEL2
Q9Y2M5	Q9D5V2
Q9Y2M5	Q6TDP3
Q9Y2M5	Q8K430
Q9Y2M5	Q6TDP4
Q9Y2M5	Q0D2K2
Q9Y2M5	Q8R124
Q9Y2M5	Q8N4N3
Q9Y2M5	Q96M94
Q9Y2M5	D3ZZC3
Q9Y2M5	Q53GT1
Q9Y2M5	Q99JN2
Q9Y2M5	Q96CT2
Q9Y2M5	Q8IXQ5
Q9Y2M5	Q920Q8
Q9Y2M5	Q9Y6Y0
Q9Y2W3	Q9Y2W3
Q9Y2W3	P58355
Q9Y2W3	Q9UMX9
Q9Y2W3	Q5BKX6
Q9Y2W3	Q0P5V9
Q9Y2W3	Q8BIV7
Q9Y2W3	Q8K4S3
Q9Y3A3	Q9Y3A3
Q9Y3A3	Q6PEB6
Q9Y3A3	Q9QYW3
Q9Y3C8	Q9Y3C8
Q9Y3C8	Q9CR09
Q9Y3C8	Q03598
Q9Y3I0	Q9Y3I0
Q9Y3I0	P90838
Q9Y3I0	Q99LF4
Q9Y4A5	Q9Y4A5
Q9Y4A5	Q80YV3
Q9Y4A5	Q8I8U7
Q9Y548	Q9Y548
Q9Y548	Q9BWQ6
Q9Y5N6	Q9Y5N6
Q9Y5N6	Q9WUJ8
Q9Y5N6	Q9ZVH3
Q9Y5P6	Q9Y5P6
Q9Y5P6	Q6DBU5
Q9Y5P6	P0C5I2
Q9Y5P6	Q8BTZ7
Q9Y5P6	Q7JZB4
Q9Y5P6	Q70SJ2
Q9Y5P6	O22287
Q9Y5P6	P41940
Q9Y5P6	O93827
Q9Y5P6	Q9Y725
Q9Y5P6	O74624
Q9Y5P6	Q96IJ6
Q9Y5P6	Q922H4
Q9Y5P6	I3LUP1
Q9Y5P6	Q8SXU3
Q9Y613	Q9Y613
Q9Y613	Q6P9Q4
Q9Y613	Q2V2M9
Q9Y613	Q76LL6
Q9Y6H5	Q9Y6H5
Q9Y6I9	Q9Y6I9
O15519	O15519
O15519	O35732
O15550	O15550
O15550	O14607
O15550	O70546
O15550	P79457
O43167	O43167
O43167	Q80X44
O43193	O43193
O43193	Q92847
O43193	O43194
O43193	P30989
O43193	P20789
O43193	O88319
O43193	Q9HB89
O43193	Q9ESQ4
O43193	Q9GZQ4
O43193	O95665
O43193	Q63384
O43193	Q9JJI5
O43298	O43298
O43298	O15209
O43298	Q96C00
O43299	O43299
O43307	O43307
O43307	Q9QX73
O43307	Q3UTH8
O43307	Q96N96
O43307	Q5DU57
O43307	Q9NR80
O43399	O43399
O43399	Q6PCT3
O43399	Q9CYZ2
O43399	Q96J77
O43399	O54818
O43399	Q16890
O43399	Q62393
O43399	P55327
O43422	O43422
O43508	O43508
O43592	O43592
O43592	Q9CRT8
O43716	O43716
O43716	Q8CBY0
O43776	O43776
O43776	Q8BP47
O43776	P38707
O43776	Q8BGV0
O43776	Q96I59
O43776	P25345
O43776	Q9SW95
O43776	P10723
O43776	Q554D9
O43776	Q9SSK1
O43776	Q9SW96
O43805	O43805
O43805	Q9JJ94
O43805	Q9XF62
O43829	O43829
O43920	O43920
O43920	Q99LY9
O43920	Q02379
O60244	O60244
O60244	A2ABV5
O60244	Q9W0P8
O60566	O60566
O60566	Q9Z1S0
O60683	O60683
O60683	Q9SYU4
O60733	O60733
O60733	A0A3L7I2I8
O60733	P97570
O60733	P97819
O60832	O60832
O60832	O44081
O60832	P33322
O60832	P40615
O60832	Q9ESX5
O60832	Q9LD90
O60832	Q54T81
O96007	O96007
O96007	Q9Z223
O96007	Q9Y8C1
P01100	P01100
P01100	P01101
P01100	P12841
P01100	P15407
P01100	P48755
P01100	P13346
P01100	P53539
P01100	D3ZLB7
P01100	P47930
P01100	P15408
P01100	P51145
P01100	P11939
P01100	P18625
P04553	P04553
P07919	P07919
P07919	P99028
P07919	P00126
P07919	A0A096LP55
P07919	A0A1D8PJT8
P07919	P00127
P07919	V5IM94
P07919	O42932
P0DJD4	P0DJD4
P0DJD4	Q15415
P0DJD4	P0DJD3
P0DJD4	A6NEQ0
P0DJD4	O75526
P0DJD4	P38159
P0DJD4	Q4V898
P0DJD4	P84586
P0DJD4	Q9WV02
P0DJD4	Q96E39
P0DJD4	O35698
P0DJD4	Q8N7X1
P0DMS9	P0DMS9
P10265	P10265
P47755	P47755
P47755	P52907
P47755	P47753
P47755	P47754
P47755	P13127
P47755	B2GUZ5
P47755	Q3T1K5
P47755	A0PFK5
P47755	P28497
P47755	Q5E997
P47755	Q9W2N0
P47755	P13022
P47755	Q9WUV6
P47755	Q96KX2
P47813	P47813
P47813	P38912
P47813	O14602
P47813	P47815
P47813	P47814
P49335	P49335
P49335	P09086
P49335	Q9UKI9
P49335	P20265
P49335	P56222
P49335	P31360
P49335	P14859
P49335	P25425
P49335	P16143
P49335	Q01851
P49335	P17208
P49335	P20268
P49335	P79745
P49335	P13528
P49335	Q63262
P49335	P20264
P49335	Q00286
P49335	P28069
P49335	P10037
P49335	P31369
P49335	Q63955
P49335	Q15319
P49335	G3V7L5
P49335	Q12837
P49335	Q63934
P49335	P24350
P49335	P21952
P49335	Q03052
P49335	P41934
P49335	Q7T103
P49335	Q01860
P49335	Q06416
P49335	P20263
P49335	Q5TM49
P49335	Q9TSV5
P49335	B7ZQA9
P49335	Q91989
P49335	A7Y7W2
P49335	P79746
P49335	Q07916
P49335	Q14863
P49335	P78424
P49335	Q8N7G0
P49454	P49454
P49815	P49815
P49815	P49816
P49815	Q61037
P49917	P49917
P49917	G3GTP0
P49917	Q9LL84
P49917	O74833
P51636	P51636
P51636	Q2IBC5
P51636	Q66WT7
P51636	Q9WVC3
P51636	O46550
P51636	Q03135
P51636	P56539
P51636	P41350
P51636	P51637
P51636	P49817
P51636	P51638
P51636	P33724
P51636	Q2IBA5
P78549	P78549
P78549	P31378
P78549	Q08214
P78549	P54137
P78549	Q09907
P78549	Q8SRB8
P79522	P79522
P83111	P83111
P83111	Q9EP89
P83111	P83095
P83369	P83369
P83369	Q8BUV6
P86397	P86397
P86452	P86452
P86452	D2EAC2
P98168	P98168
P98168	P98169
P98168	A2CE44
P98168	Q2QGD7
Q00613	Q00613
Q00613	P38532
Q00613	P38529
Q00613	P22813
Q00613	Q9R0L1
Q00613	Q9ULV5
Q00613	P41151
Q00613	O49403
Q00613	O81821
Q00613	Q338B0
Q00613	Q9LQM7
Q00613	G5EFT5
Q00613	P10961
Q00613	P38533
Q00613	Q03933
Q00613	P38531
Q00613	Q5AQ33
Q00613	Q02953
Q00613	Q9SV12
Q00613	O80982
Q00613	Q9LV52
Q00613	Q7XHZ0
Q00613	O22230
Q00613	Q93VB5
Q00613	P22121
Q00613	Q9LVW2
Q00613	Q8GYY1
Q00765	Q00765
Q00765	Q60870
Q00765	Q6PBX9
Q00765	B2RZ37
Q00765	Q9BRK0
Q00765	Q8VCD6
Q00765	Q9H6H4
Q00765	Q9H902
Q00765	Q6NUK4
Q00765	Q8BGH4
Q00765	Q6AZM3
Q00765	Q8K072
Q00765	Q99KK1
Q00765	Q4QQW1
Q00765	A0A509ADH4
Q00765	Q32LG5
Q00765	Q96HR9
Q00765	Q9JM62
Q00765	Q12402
Q00765	Q9UU91
Q00994	Q00994
Q00994	Q9WTZ9
Q00994	Q9NWD9
Q00994	Q5H9J7
Q00994	Q9CWT2
Q00994	Q3MKQ1
Q00994	Q9HBH7
Q00994	Q9BXY8
Q00994	Q9R224
Q00994	Q3MKQ2
Q00994	Q9WTZ8
Q02833	Q02833
Q02833	Q8NHQ8
Q06323	Q06323
Q06323	Q4U5R3
Q06323	P97371
Q06323	P61289
Q06323	P61290
Q06323	Q5F3J5
Q06323	Q967U1
Q06323	Q5E9G3
Q06323	Q9UL46
Q06323	P97372
Q12788	Q12788
Q12788	Q05946
Q12788	Q9LFE2
Q12815	Q12815
Q502W6	Q502W6
Q53F39	Q53F39
Q5FBB7	Q5FBB7
Q5H9S7	Q5H9S7
Q5JS13	Q5JS13
Q5JS13	A2AR50
Q5JS13	Q86X27
Q5JS13	Q9ERD6
Q5JTW2	Q5JTW2
Q5JTW2	Q6IRU7
Q5JXC2	Q5JXC2
Q5JXC2	Q6AYH0
Q5M7Z0	Q5M7Z0
Q5M7Z0	Q96EX2
Q5RHP9	Q5RHP9
Q5T0J7	Q5T0J7
Q5T0W9	Q5T0W9
Q5T1B0	Q5T1B0
Q5T1B0	Q3UZ57
Q5T440	Q5T440
Q5T440	Q8CAK1
Q5T440	Q8L733
Q5T7W0	Q5T7W0
Q5T8A7	Q5T8A7
Q5TA31	Q5TA31
Q5TA31	Q8BFX1
Q5TA31	D3Z8N2
Q5U5Q3	Q5U5Q3
Q5U5Q3	Q6ZN04
Q5U5Q3	Q86XN8
Q5U5Q3	A1L020
Q5U5Q3	Q3UE17
Q5VTT5	Q5VTT5
Q5VTT5	A2ABU4
Q5VTT5	P54296
Q5VTT5	Q62234
Q5VTT5	P52179
Q5VUM1	Q5VUM1
Q5VUM1	P38345
Q5VVX9	Q5VVX9
Q5VWG9	Q5VWG9
Q5VWG9	Q5HZG4
Q5VWT5	Q5VWT5
Q5VWT5	A2A995
Q659A1	Q659A1
Q659A1	Q3UZ18
Q659C4	Q659C4
Q659C4	Q940X9
Q659C4	Q6ZQ58
Q659C4	Q6PKG0
Q659C4	Q9VAW5
Q68D10	Q68D10
Q68D10	E1BUG7
Q68DA7	Q68DA7
Q68DA7	Q05860
Q68DE3	Q68DE3
Q68DK7	Q68DK7
Q68DK7	Q6PDM1
Q68DX3	Q68DX3
Q68DX3	A0A140LI67
Q68DX3	Q64512
Q68DX3	Q12923
Q6DKI7	Q6DKI7
Q6GMR7	Q6GMR7
Q7L622	Q7L622
Q7RTY1	Q7RTY1
Q7RTY1	Q7RTX9
Q7Z4H7	Q7Z4H7
Q7Z6I5	Q7Z6I5
Q7Z6J8	Q7Z6J8
Q7Z6L1	Q7Z6L1
Q7Z6L1	Q80VP0
Q7Z6M1	Q7Z6M1
Q7Z6M1	Q8VCH5
Q7Z7C7	Q7Z7C7
Q7Z7C7	P70278
Q86SE5	Q86SE5
Q86SE5	Q9UKM9
Q86SE5	Q64012
Q86SE5	O60812
Q86SE5	P07910
Q86SE5	Q9Z204
Q86SE5	B2RXH8
Q86SE5	G3V9R8
Q86SQ7	Q86SQ7
Q86SQ7	Q80UF4
Q86T65	Q86T65
Q86T65	Q80U19
Q86T65	Q8BPM0
Q86T65	Q9Y4D1
Q86T65	A0A1D5P556
Q86T90	Q86T90
Q86T90	Q6NZK5
Q86TG1	Q86TG1
Q86UN6	Q86UN6
Q86UW6	Q86UW6
Q86UY5	Q86UY5
Q86UY5	Q8K2P2
Q86UY5	Q9D7I8
Q86UY5	Q9H4H8
Q86UY5	Q2M2I3
Q86UY5	Q9BQN1
Q86UY5	Q3UKU4
Q86UY5	Q8NEG4
Q86V86	Q86V86
Q86V86	P11309
Q86V86	P26794
Q86V86	P58750
Q86V86	O70444
Q86V86	P06803
Q86V86	Q91822
Q86V86	Q9P1W9
Q86V86	Q62070
Q86V86	Q93VK0
Q86V86	Q9SPK4
Q86YM7	Q86YM7
Q86YM7	Q9Z214
Q86YM7	Q9Z2Y3
Q86YM7	Q9Z2X5
Q86YM7	Q9QWW1
Q86YM7	Q9NSB8
Q86YM7	O88801
Q86YM7	Q99JP6
Q86YM7	Q9NSC5
Q86YR7	Q86YR7
Q86YR7	O15068
Q86YR7	P10911
Q86YR7	Q64096
Q86YR7	Q63406
